quarter,ticker,firm,CIK,sector,industry,GenAI_Exposure,GenAI_Risk,GenAI_Adoption,GenAI_Opportunity
2019Q2,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.5533980582524272,0.0,0.9523809523809524,0.5714285714285714
2019Q3,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.43103448275862066,0.0,0.43103448275862066,0.0
2019Q4,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.0,0.0,0.0,0.0
2020Q1,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.376936316695353,0.6884681583476765,0.0,0.6884681583476765
2020Q2,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.3071895424836601,0.0,0.0,1.3071895424836601
2020Q3,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.6896551724137931,0.0,0.6896551724137931,0.0
2020Q4,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.3071895424836601,0.0,0.0,1.3071895424836601
2021Q1,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.859106529209622,0.859106529209622,0.0,0.0
2021Q2,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.4140786749482402,0.0,0.4140786749482402,0.0
2021Q3,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.2840909090909091,0.0,0.0,0.2840909090909091
2021Q4,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.0,0.0,0.0,0.0
2022Q1,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.0,0.0,0.0,0.0
2022Q2,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.0,0.0,0.0,0.0
2022Q3,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.45112781954887227,0.0,0.30075187969924816,0.15037593984962408
2022Q4,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.34662045060658575,0.0,0.0,0.0
2023Q1,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.4888337468982629,1.1166253101736971,0.37220843672456577,0.0
2023Q2,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.6134969325153374,0.0,0.0,0.6134969325153374
2023Q3,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.7961783439490446,0.0,0.0,0.7961783439490446
2023Q4,ABBV,AbbVie,1551152,Health Care,Biotechnology,2.2727272727272725,0.0,0.7861635220125787,1.4150943396226416
2024Q1,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.697350069735007,0.6925207756232686,0.0,0.0
2024Q2,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.8077544426494345,0.0,0.8077544426494345,0.0
2024Q3,ABBV,AbbVie,1551152,Health Care,Biotechnology,0.0,0.0,0.0,0.0
2024Q4,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.8018018018018018,0.0,0.5405405405405406,1.2612612612612613
2025Q1,ABBV,AbbVie,1551152,Health Care,Biotechnology,1.199400299850075,0.0,0.0,1.199400299850075
2021Q1,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.8561643835616438,0.0,0.0,0.8561643835616438
2021Q2,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",5.29595015576324,1.2461059190031152,1.0903426791277258,2.959501557632399
2021Q3,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2.4074074074074074,0.0,1.8518518518518516,0.5555555555555556
2021Q4,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.48465266558966075,0.0,0.48465266558966075,0.0
2022Q1,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3262642740619902,0.0,0.0,0.3262642740619902
2022Q2,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.8375209380234505,0.8375209380234505,0.0,0.0
2022Q3,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.3436426116838488,0.0,0.3436426116838488,0.0
2022Q4,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.4761904761904762,0.0,0.15873015873015872,0.31746031746031744
2023Q1,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1.3157894736842104,0.0,0.3289473684210526,0.9868421052631579
2023Q2,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",5.803571428571429,0.744047619047619,0.2976190476190476,4.761904761904762
2023Q3,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",3.7453183520599254,0.0,0.9363295880149813,2.8089887640449436
2023Q4,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",3.3216783216783217,0.0,0.0,3.3216783216783217
2024Q1,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",1.675041876046901,0.0,0.0,1.675041876046901
2024Q2,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",3.5143769968051117,0.0,0.9584664536741214,2.5559105431309903
2024Q3,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",4.482758620689655,1.0344827586206897,0.0,3.4482758620689653
2024Q4,ABNB,Airbnb,1559720,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2.9772329246935203,0.0,0.0,2.9772329246935203
2014Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2014Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.4987531172069825,0.0,0.4987531172069825,0.0
2014Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2015Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.20325203252032523,0.0,0.0,0.20325203252032523
2015Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2015Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2015Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.21321961620469082,0.0,0.0,0.0
2016Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2016Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.0256410256410255,0.0,0.2564102564102564,0.7692307692307693
2016Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.2552301255230125,0.0,0.0,1.2552301255230125
2016Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2017Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.6867469879518076,0.0,0.0,1.6867469879518073
2017Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2017Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.0,1.0,0.0,0.0
2017Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2018Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.0395010395010396,0.0,1.0395010395010396,0.0
2018Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.631578947368421,0.0,0.8771929824561403,1.7543859649122806
2018Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.34071550255536626,0.0,0.0,0.34071550255536626
2018Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2019Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.9363295880149813,0.9363295880149813,0.0,0.0
2019Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.3698630136986303,0.7827788649706457,0.0,0.5870841487279843
2019Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.19560878243513,0.5836575875486382,0.38910505836575876,0.9727626459143969
2019Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,4.518664047151277,0.7858546168958742,1.768172888015717,1.9646365422396856
2020Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.5734265734265735,0.0,1.3986013986013985,0.17482517482517482
2020Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.0920502092050213,0.0,2.092050209205021,0.0
2020Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.0351966873706004,0.0,0.0,1.0351966873706004
2020Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.027027027027027,0.0,1.3513513513513513,0.6756756756756757
2021Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.1650485436893203,0.0,0.0,1.1650485436893203
2021Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.4957264957264957,0.641025641025641,0.0,0.8547008547008548
2021Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2021Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.3655913978494625,0.8602150537634409,0.0,1.5053763440860215
2022Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.9197080291970807,0.48192771084337355,0.0,2.4096385542168677
2022Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.437636761487965,0.0,0.437636761487965,0.0
2022Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.3483146067415732,0.0,0.6741573033707865,0.6741573033707865
2022Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.46403712296983757,0.0,0.23201856148491878,0.23201856148491878
2023Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.21008403361344538,0.0,0.0,0.21008403361344538
2023Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.7204301075268817,0.0,1.0752688172043012,0.6451612903225806
2023Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,2.928870292887029,0.0,1.4644351464435146,1.4644351464435146
2023Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.7009345794392522,0.0,0.7009345794392523,0.0
2024Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.8310249307479225,0.0,0.8310249307479225,0.0
2024Q2,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.4524886877828055,0.0,0.0,0.4524886877828055
2024Q3,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.30120481927710846,0.0,0.0,0.30120481927710846
2024Q4,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,1.9438444924406044,0.0,0.0,1.9438444924406046
2025Q1,ABT,Abbott Laboratories,1800,Health Care,Health Care Equipment,0.0,0.0,0.0,0.0
2014Q2,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,2.1621621621621623,0.8517887563884157,0.6814310051107325,0.5110732538330494
2014Q3,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2014Q4,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.8583690987124464,0.0,0.8583690987124464,0.0
2015Q1,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2015Q2,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,1.2219959266802443,1.2219959266802443,0.0,0.0
2015Q3,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2015Q4,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.14947683109118087,0.0,0.0,0.14947683109118087
2016Q1,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,1.3468013468013467,0.33670033670033667,1.0101010101010102,0.0
2016Q2,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2016Q3,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2016Q4,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,3.0075187969924815,2.506265664160401,0.0,0.5012531328320802
2017Q1,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.36363636363636365,0.36363636363636365,0.0,0.0
2017Q2,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2017Q3,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,1.9900497512437811,1.2437810945273633,0.7462686567164178,0.0
2017Q4,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2018Q1,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.3395585738539898,0.0,0.0,0.3395585738539898
2018Q2,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,1.2965964343598055,1.2965964343598055,0.0,0.0
2018Q3,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
2018Q4,ACGL,Arch Capital Group,947484,Financials,Property & Casualty Insurance,0.0,0.0,0.0,0.0
